Year,Film,C?,Bathtub,#B,Shower,#S,Other,Bathtub Actress 1,Bathtub Actress 2,Bathtub Actress 3,Bathtub Actress 4,Bathtub Actor 1,Bathtub Actor 2,Shower Actress 1,Shower Actress 2,Shower Actress 3,Shower Actor 1,Shower Actor 2,Shower Actor 3,Other Actress,Other Actor,M/F Bathtub Solo?,Bathtub Together?,Shower Togther?,M/F Shower Solo,Other Together?,Notes,Script,script_id,imdb_id,gross (inflation-adjusted),Notes
2004,Garden State,,Bathtub,1,,,,Natalie Portman,,,,Zach Braff,,,,,,,,,,,Together,,,,Bathtub kissing scene,http://www.imsdb.com/Movie Scripts/Garden State Script.html,2374,tt0333766,37,
2004,The Ladykillers,,,,,,,,,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20131219023653/http://www.youknow-forkids.com/ladykillers.txt,4496,tt0335245,55,
2004,Cellular,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Cellular.html,793,tt0337921,44,
2004,Eternal Sunshine of the Spotless Mind,C,Kitchen sink,1,,,,Kate Winslet,,,,Jim Carrey,,,,,,,,,,,Together,,,,,http://www.imsdb.com/Movie Scripts/Eternal Sunshine of the Spotless Mind Script.html,2240,tt0338013,47,
2004,"I, Robot",,,,Shower,1,,,,,,,,,,,Will Smith,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/i-robot-numbered.pdf,8911,tt0343818,203,
2004,Catwoman,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Catwoman.html,790,tt0327554,56,
2004,Ocean's Twelve,C,Mud bath,1,,,,,,,,Elliott Gould,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Ocean's Twelve Script.html,3031,tt0349903,176,
2004,The Butterfly Effect,,Bathtub,1,,,,,,,,Ashton Kutcher,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Butterfly Effect, The Script.html",1949,tt0289879,,
2004,Walking Tall,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Walking-Tall.html,1452,tt0351977,64,
2004,Blade: Trinity,,,,Shower,1,,,,,,,,Jessica Biel,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/BladeTrinity.txt,3936,tt0359013,73,
2004,Spartan,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Spartan.html,1350,tt0360009,6,
2004,The Woodsman,,,,Shower,2,,,,,,,,Kyra Sedgwick,,,Kevin Bacon,Kevin Bacon,,,,,,Together,M,,,"http://www.imsdb.com/Movie Scripts/Woodsman, The Script.html",3742,tt0361127,,
2004,New York Minute,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/New-York-Minute.html,1186,tt0363282,19,
2004,Taking Lives,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Taking-Lives.html,1391,tt0364045,45,
2004,Thunderbirds,,Bathtub,1,,,,Sophia Myles,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Thunderbirds Script.html,3548,tt0167456,9,
2004,Suspect Zero,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Suspect Zero Script.html,3478,tt0324127,12,
2004,Shaun of the Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/shaunofthedead.pdf,9123,tt0365748,18,
2004,The Bourne Supremacy,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Bourne Supremacy, The Script.html",1904,tt0372183,246,
2004,The Manchurian Candidate,,,,Shower,1,,,,,,,,,,,Denzel Washington,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Manchurian-Candidate,-The.html",1134,tt0368008,92,
2004,Hotel Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Hotel-Rwanda.html,1019,tt0395169,32,
2004,Maria Full of Grace,C,Bathtub,1,,,,Catalina Sandino Moreno,,,,,,,,,,,,,,,,,,,,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Maria_Full_of_Grace.pdf,4596,tt0390221,9,
2004,The Grudge,C,,,Shower,1,,,,,,,,Sarah Michelle Gellar,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Grudge, The Script.html",2460,tt0391198,154,
2004,Sideways,,,,Shower,1,Jacuzzi,,,,,,,,,,Paul Giamatti,,,,Paul Giamatti,,,,,,,http://www.imsdb.com/Movie Scripts/Sideways Script.html,3333,tt0375063,100,
2004,Million Dollar Baby,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/jpxh25l44yke4np/AAAPzoC8I3P93Ba-rzWzsVB8a/MILLION%20DOLLAR%20BABY%20%282004%29%20%28aka%20Rope%20Burns%29%20by%20Paul%20Haggis%20%5BUndated%5D%20%5BScan%5D.pdf?dl=0,5930,tt0405159,140,
2004,The Village,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.dailyscript.com/scripts/Village,+The.txt",5186,tt0368447,159,
2004,Collateral,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Collateral Script.html,2035,tt0369339,140,
2004,Spanglish,,,,Shower,1,,,,,,,,Téa Leoni,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Spanglish.html,1349,tt0371246,58,
2005,The Hitchhiker's Guide to the Galaxy,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Hitchhiker's Guide to the Galaxy, The Script.html",2547,tt0371724,69,
2005,The Wedding Date,,,,Shower,2,,,,,,,,Debra Messing,,,Dermot Mulroney,,,,,,,,,,,http://www.dailyscript.com/scripts/somethingborrowed.html,4992,tt0372532,42,
2005,Sexual Life,,,,Shower,1,,,,,,,,Kerry Washington,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Sexual Life Script.html,3302,tt0376874,,
2005,Mr. & Mrs. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/mr-mrs-smith.pdf,9021,tt0356910,252,
2005,Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Capote.pdf,1955,tt0379725,38,
2005,Constantine,C,Bathtub,1,Shower,1,,Rachel Weisz,,,,,,Rachel Weisz,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Constantine.html,818,tt0360486,102,
2005,King Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/King Kong Script.html,2704,tt0360717,295,
2005,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Brick Script.html,1922,tt0393109,2,
2005,Wedding Crashers,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/wedding-crashers-the-aug-1-03.pdf,9222,tt0396269,283,
2005,The Island,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/island-the-jan-13-04-numbered-incomplete.pdf,8934,tt0399201,48,
2005,Fantastic Four,C,,,,,Jacuzzi,,,,,,,,,,,,,,Chris Evans,,,,,,,http://www.imsdb.com/Movie Scripts/Fantastic Four Script.html,2265,tt0120667,210,
2005,Lord of War,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Lord of War Script.html,2804,tt0399295,32,
2005,Chaos,,,,Shower,1,,,,,,,,Justine Waddell,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Chaos Script.html,1985,tt0402910,,
2005,Alone in the Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Alone in the Dark Script.html,1609,tt0369226,6,
2005,Stay,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sfy.ru/pdf/stay_(2005).pdf,5050,tt0371257,4,
2005,The Jacket,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/The_Jacket.html,2651,tt0366627,8,
2005,War of the Worlds,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/War-of-the-Worlds.html,1459,tt0407304,317,
2005,Complete Guide to Guys,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Dave Barry's Complete Guide to Guys Script.html,2114,tt0407680,,
2005,Flightplan,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/flightplan.html,4220,tt0408790,121,
2005,Syriana,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Syriana Script.html,3492,tt0365737,68,
2005,Pride & Prejudice,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Pride and Prejudice Script.html,3133,tt0414387,52,
2005,Hostage,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Hostage.html,1016,tt0340163,46,
2005,Crazylove,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/crazy_love.html,4034,tt0416658,,
2005,Two for the Money,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Two For The Money Script.html,3627,tt0417217,31,
2005,12 and Holding,,,,Shower,1,,,,,,,,,,,Jeremy Renner,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/12 and Holding Script.html,1514,tt0417385,,
2005,Little Athens,,Bathtub,1,Shower,1,,Michelle Horn,,,,,,Jill Ritchie,,,,,,,,,,,,,Michelle Horn dead in the tub,film_20100519/all_imsdb_05_19_10/Little-Athens.html,1107,tt0417907,,
2005,Star Wars: Episode III - Revenge of the Sith,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Star Wars: Revenge of the Sith Script.html,3427,tt0121766,515,
2005,Land of the Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/land-of-the-dead.pdf,2731,tt0418819,27,
2005,V for Vendetta,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/V-for-Vendetta.html,1444,tt0434409,95,
2005,Domino,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/domino.html,4121,tt0421054,13,
2005,Feast,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Feast.html,910,tt0426459,,
2005,Zerophilia,,,,Shower,1,,,,,,,,Rebecca Mozo,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Zerophilia Script.html,3768,tt0421090,,
2006,Jimmy and Judy,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Jimmy-and-Judy.html,1061,tt0425151,,
2006,The Departed,,,,Shower,1,,,,,,,,,,,Matt Damon,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Departed, The Script.html",2144,tt0407887,175,
2006,Boy Who Never Slept,,,,Shower,1,,,,,,,,,,,Sol Roth,,,,,,,,,,,http://www.dailyscript.com/scripts/Boy+Who+Never+Slept.txt,3958,tt1781782,,
2006,Little Children,C,,,Shower,2,,,,,,,,Kate Winslet,,,Patrick Wilson,,,,,,,,M;F,,,http://www.dailyscript.com/scripts/Little_Children-script.pdf,4539,tt0404203,7,
2006,Perfect Creature,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Perfect Creature Script.html,3076,tt0403407,,
2006,The Surfer King,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Surfer King, The Script.html",3473,tt0418206,,
2006,Mini's First Time,,,,Shower,1,,,,,,,,Nikki Reed,,,Alec Baldwin,,,,,,,Together,,,Shower sex scene,http://www.dailyscript.com/scripts/Mini's-First-Time.pdf,2920,tt0425253,,
2006,Miami Vice,,,,Shower,2,,,,,,,,Elizabeth Rodriguez,Gong Li,,Jamie Foxx,Colin Farrell,,,,,,Together,,,Two erotic MF shower scenes,http://www.dailyscript.com/scripts/miamivice.pdf,2900,tt0430357,84,
2006,The Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Queen,-The.html",1258,tt0436697,74,
2006,Slither,C,Bathtub,1,Shower,1,,Tania Saulnier,,,,,,Elizabeth Banks,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Slither Script.html,3364,tt0439815,10,
2006,Babel,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Babel Script.html,1727,tt0449467,45,
2006,Tristan + Isolde,,,,,,Ocean,,,,,,,,,,,,,,James Franco,,,,,,,http://www.imsdb.com/Movie Scripts/Tristan and Isolde Script.html,3599,tt0375154,19,
2006,Blood Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2013/08/blood-diamond-jul-27-05-numbered.pdf,8743,tt0450259,76,
2006,Crank,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/crank.pdf,2066,tt0479884,36,
2006,The Hills Have Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Hills Have Eyes, The Script.html",2542,tt0454841,55,
2006,The Prestige,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Prestige.pdf,4815,tt0482571,70,
2006,Last Time Forever,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/last-time-forever-numbered.pdf,8963,tt0479942,,
2006,Sasquatch Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.scifiscripts.com/scripts/DevilOnTheMountain2nd.pdf,4912,tt0486569,,
2006,The Black Dahlia,,,,Shower,1,,,,,,,,Scarlett Johansson,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Black-Dahlia,-The.html",745,tt0387877,29,
2006,Black Snake Moan,C,Bathtub,2,,,,Christina Ricci,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Black Snake Moan Script.html,1838,tt0462200,12,
2007,Juno,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Juno Script.html,2688,tt0467406,180,
2007,Hot Fuzz,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/hot-fuzz.pdf,8902,tt0425112,29,
2007,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Next.html,1190,tt0435705,22,
2007,Elizabeth: The Golden Age,C,Bathtub,1,,,,Cate Blanchett,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Elizabeth-The-Golden-Age.html,885,tt0414055,20,
2007,Knocked Up,,Bathtub,1,,,,Katherine Heigl,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Knocked Up Script.html,2714,tt0478311,188,
2007,The Bourne Ultimatum,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Bourne Ultimatum, The Script.html",1907,tt0440963,287,
2007,I Am Legend,C,,,Shower,1,,,,,,,,,,,Will Smith,,,,,,,,,,,http://www.horrorlair.com/scripts/legend.txt,4392,tt0480249,323,
2007,Disturbia,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Disturbia.html,863,tt0486822,101,
2007,Wild Hogs,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Wild Hogs Script.html,3717,tt0486946,212,
2007,Fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Fracture Script.html,2314,tt0488120,49,
2007,We Own the Night,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/We-Own-the-Night.html,1465,tt0498399,36,
2007,Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/halloween.html,4311,tt0373883,73,
2007,Margot at the Wedding,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Margot at the Wedding Script.html,2854,tt0757361,2,
2007,The Number 23,,,,Shower,1,,,,,,,,Virginia Madsen,,,Danny Huston,,,,,,,Together,,,Shower sex scene,http://www.horrorlair.com/movies/the-number-23-script.html,4727,tt0481369,44,
2007,Into the Wild,,,,Shower,2,,,,,,,,Jena Malone,,,Emile Hirsch,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Into the Wild Script.html,2625,tt0758758,23,
2007,Wind Chill,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/WC_0223_YellowRevs1.pdf,3729,tt0486051,,
2007,American Gangster,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/American-Gangster.html,665,tt0765429,164,
2007,Mr. Brooks,,,,Shower,1,,,,,,,,,,,Kevin Costner,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Mr-Brooks.html,1169,tt0780571,36,
2007,Normal Adolescent Behavior,,,,Shower,1,,,,,,,,,,,Stephen Colletti,,,,,,,,,,,http://www.dailyscript.com/scripts/NAB-SHOOTING.pdf,4344,tt0790721,,
2007,The Nines,,,,Shower,1,,,,,,,,,,,Ryan Reynolds,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Nines, The Script.html",3010,tt0810988,,
2007,The Bucket List,,,,Shower,1,,,,,,,,,,,Jack Nicholson,,,,,,,,,,,http://www.dailyscript.com/scripts/The_Bucket_List_4-16-05.pdf,3973,tt0825232,118,
2007,Honeydripper,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Honeydripper Script.html,2550,tt0829193,,
2007,Superbad,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Superbad Script.html,3469,tt0829482,153,
2007,The Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Kingdom,-The.html",1073,tt0431197,60,
2007,30 Days of Night,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2013/08/30-days-of-night-jul22-06-numbered-production-polish.pdf,8671,tt0389722,50,
2007,The Visitor,,Bathtub,1,,,,Danai Gurira,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Visitor, The Script.html",3667,tt0857191,11,
2007,Timber Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Timber Falls Script.html,3554,tt0857295,,
2007,Lions for Lambs,,,,,,,,,,,,,,,,,,,,,,,,,,,lions_for_lambs.pdf,6966,tt0891527,18,
2008,Semi-Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Semi-Pro.html,1307,tt0839980,40,
2008,Deception,,,,Shower,1,,,,,,,,,,,Ewan McGregor,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Deception.html,851,tt0800240,5,
2008,Vicky Cristina Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/vicky-cristina-barcelona-script.pdf,5185,tt0497465,28,
2008,Speed Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Speed-Racer.html,1351,tt0811080,53,
2008,Wanted,C,Bathtub,1,,,,,,,,James McAvoy,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Wanted.html,1458,tt0493464,163,
2008,The Brothers Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Brothers Bloom, The Script.html",1934,tt0844286,4,
2008,All God's Children Can Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.simplyscripts.com/scripts/K-TOWNSUPERFROGJan06.pdf,3824,tt0847214,,
2008,Sunshine Cleaning,C,,,Shower,1,,,,,,,,Amy Adams,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Sunshine Cleaning Script.html,3467,tt0862846,14,
2008,The Duchess,,,,,,,,,,,,,,,,,,,,,,,,,,,http://blogimages.bloggen.be/bioscoop/attach/12809.pdf,4137,tt0864761,16,
2008,How to Lose Friends & Alienate People,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/How to Lose Friends & Alienate People Script.html,2565,tt0455538,3,
2008,Forgetting Sarah Marshall,,,,Shower,1,,,,,,,,,,,Jason Segel,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/forgetting-sarah-marshall-dec18-06.pdf,8850,tt0800039,76,
2008,Untraceable,,,,Shower,1,,,,,,,,Diane Lane,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/untraceable.pdf,5172,tt0880578,34,
2008,Hellboy II: The Golden Army,,,,Shower,1,,,,,,,,,,,Ron Perlman,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Hellboy-2-The-Golden-Army.html,1002,tt0411477,91,
2008,Burn After Reading,,,,Shower,1,,,,,,,,,,,George Clooney,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Burn-After-Reading.html,785,tt0887883,73,
2008,While She Was Out,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/While-She-Was-Out.html,1467,tt0887971,,
2008,Pineapple Express,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Pineapple Express Script.html,3097,tt0910936,105,
2008,Doubt,,,,,,,,,,,,,,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2013/08/doubt.pdf,8827,tt0918927,40,
2008,Tropic Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Tropic-Thunder.html,1428,tt0942385,133,
2008,Revolutionary Road,,,,Shower,1,,,,,,,,,,,Leonardo DiCaprio,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Revolutionary Road Script.html,3209,tt0959337,27,
2008,The Ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Ruins, The Script.html",3240,tt0963794,21,
2008,Vantage Point,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.dailyscript.com/scripts/Vantage_20Point.pdf,5183,tt0443274,87,
2008,Marley & Me,,,,Shower,1,,,,,,,,Haley Hudson,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Marley & Me Script.html,2857,tt0822832,173,
2008,Changeling,C,,,,,Prison hose-down,,,,,,,,,,,,,Angelina Jolie,,,,,,,,film_20100519/all_imsdb_05_19_10/Changeling.html,795,tt0824747,43,
2008,The Reader,C,Bathtub,3,,,,Kate Winslet,,,,David Kross,,,,,,,,,,F; M,Together,,,,,"http://www.imsdb.com/Movie Scripts/Reader, The Script.html",3178,tt0976051,41,
2008,Frozen River,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Frozen River Script.html,2344,tt0978759,3,
2008,Valkyrie,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Valkyrie Script.html,3650,tt0985699,100,
2008,Sugar,,,,Shower,1,,,,,,,,,,,Algenis Perez Soto,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Sugar Script.html,3462,tt0990413,1,
2008,The Curious Case of Benjamin Button,C,Bathtub,1,Shower,1,,,,,,Brad Pitt,,Cate Blanchett,,,,,,,,,,,,,,http://indiegroundfilms.files.wordpress.com/2014/01/curious-case-of-benjamin-button-the-oct23-06-numbered-tan-revised-shooting.pdf,8802,tt0421715,153,
2008,Sex and the City,,,,Shower,2,,,,,,,,Kristin Davis,,,Gilles Marini,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Sex and the City Script.html,3300,tt1000774,185,
2008,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Milk.html,1153,tt1013753,38,
2008,RocknRolla,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/RocknRolla.html,1285,tt1032755,6,
2008,Defiance,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Defiance.html,855,tt1034303,34,
2008,Last Chance Harvey,,,,Shower,1,,,,,,,,,,,Dustin Hoffman,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Last Chance Harvey Script.html,2736,tt1046947,18,
2008,Eagle Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Eagle-Eye.html,879,tt1059786,122,
2008,Yes Man,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Yes Man Script.html,3759,tt1068680,118,
2008,The Wrestler,,,,Shower,1,,,,,,,,,,,Mickey Rourke,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Wrestler, The Script.html",3746,tt1125849,31,
2008,Gran Torino,,Bathtub,1,,,,,,,,Clint Eastwood,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Gran Torino Script.html,2436,tt1205489,179,
2008,Rachel Getting Married,C,Bathtub,1,,,,Anne Hathaway,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Rachel Getting Married Script.html,3167,tt1084950,15,
2008,Twilight,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Twilight Script.html,3621,tt1099212,231,
2008,Shifty,,Bathtub,1,,,,,,,,Jay Simpson,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Shifty Script.html,3323,tt1104126,,
2008,Max Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,film_20100519/all_imsdb_05_19_10/Max-Payne.html,1146,tt0467197,49,
2008,The Other Boleyn Girl,,Bathtub,2,,,,Scarlett Johansson,Natalie Portman,,,,,,,,,,,,,,,,,,,"film_20100519/all_imsdb_05_19_10/Other-Boleyn-Girl,-The.html",1212,tt0467200,32,
2009,The Hangover,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Hangover, The Script.html",2469,tt1119646,321,
2009,The Last Station,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.imsdb.com/Movie Scripts/Last Station, The Script.html",2742,tt0824758,7,
2009,Evil Angel,,Bathtub,1,,,,Ava Gaudet,,,,,,,,,,,,,,,,,,,She tries to kill herself by pulling TV into tub but her hubby defibrillates her,http://www.horrorlair.com/movies/scripts/0803angel.pdf,4178,tt0892051,,
2009,Precious,C,,,Shower,1,,,,,,,,Gabourey Sidibe,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Precious Script.html,3124,tt0929632,55,
2009,Drag Me to Hell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Drag Me to Hell Script.html,2182,tt1127180,48,
2009,Broken Embraces,,,,Shower,1,,,,,,,,,,,Lluís Homar,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Broken Embraces Script.html,1933,tt0913425,5,
2009,17 Again,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/17 Again Script.html,1525,tt0974661,74,
2009,Creation,,Bathtub,1,,,,,,,,Paul Bettany,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Creation Script.html,2075,tt0974014,,
2009,Amelia,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.imsdb.com/Movie Scripts/Amelia Script.html,1613,tt1129445,16,
